age,marital,balance,loan,contact,deposit
59,married,416,no,unknown,no
54,married,3304,yes,cellular,no
47,married,1880,no,unknown,no
41,single,982,no,cellular,no
35,divorced,0,no,cellular,no
38,married,173,no,unknown,no
36,married,911,yes,cellular,no
39,single,0,no,cellular,no
48,divorced,549,no,unknown,no
42,married,704,yes,telephone,no
24,single,476,no,unknown,no
57,married,3738,no,cellular,no
35,married,634,no,cellular,no
32,single,1134,no,cellular,no
26,single,-128,yes,cellular,no
27,married,7102,no,unknown,no
47,divorced,186,no,cellular,no
32,single,1918,no,cellular,no
48,single,0,no,unknown,no
43,married,250,no,cellular,no
30,single,31,no,cellular,no
28,single,631,no,cellular,no
32,married,62,no,cellular,no
26,married,479,no,cellular,no
38,single,1121,no,unknown,no
30,single,138,no,cellular,no
33,single,0,no,telephone,no
37,divorced,239,no,unknown,no
47,married,866,no,unknown,no
36,married,1466,no,unknown,no
48,married,3570,no,cellular,no
47,divorced,440,no,cellular,no
34,single,714,no,unknown,no
28,married,674,no,telephone,no
54,married,127,no,cellular,no
33,married,588,no,cellular,no
41,divorced,-413,no,unknown,no
41,single,882,yes,unknown,no
42,married,877,no,unknown,no
32,married,337,no,cellular,no
47,married,192,no,telephone,no
36,married,3350,no,cellular,no
34,married,99,yes,cellular,no
36,married,806,no,cellular,no
50,married,6739,no,cellular,no
53,married,228,no,unknown,no
49,married,-232,yes,cellular,no
39,single,556,no,unknown,no
47,married,761,no,cellular,no
57,married,207,no,unknown,no
30,married,221,no,cellular,no
54,married,865,no,cellular,no
35,single,0,no,cellular,no
47,divorced,1851,no,unknown,no
38,married,-272,yes,unknown,no
40,married,367,no,telephone,no
51,married,0,no,cellular,no
51,married,230,no,unknown,no
57,married,0,no,cellular,no
41,married,1954,no,cellular,no
31,single,379,no,cellular,no
59,single,-341,yes,cellular,no
26,single,179,yes,cellular,no
41,married,13,no,unknown,no
39,married,839,yes,cellular,no
25,single,192,no,telephone,no
33,single,576,no,cellular,no
35,single,643,no,unknown,no
49,married,342,no,cellular,no
31,married,1329,yes,unknown,no
40,married,219,no,unknown,no
32,married,141,no,cellular,no
42,married,402,no,cellular,no
33,married,8023,no,cellular,no
48,married,1131,yes,cellular,no
28,single,1925,no,cellular,no
43,single,0,no,unknown,no
30,single,103,no,cellular,no
41,married,1395,yes,cellular,no
55,married,621,yes,cellular,no
55,married,1161,no,cellular,no
54,married,24,no,cellular,no
55,married,2,no,unknown,no
57,married,295,no,cellular,no
27,single,-208,no,unknown,no
28,married,258,yes,cellular,no
51,divorced,119,no,cellular,no
27,single,967,no,unknown,no
40,divorced,-90,no,unknown,no
56,married,0,no,cellular,no
35,married,0,no,cellular,no
47,divorced,392,yes,cellular,no
49,married,23,no,unknown,no
35,single,2486,no,cellular,no
50,divorced,81,yes,cellular,no
55,married,1563,no,cellular,no
56,married,1602,no,unknown,no
35,single,2144,no,unknown,no
42,married,273,no,unknown,no
34,married,455,no,unknown,no
40,single,1038,no,unknown,no
33,married,-384,no,cellular,no
33,married,307,no,unknown,no
59,divorced,93,no,unknown,no
51,divorced,127,no,unknown,no
47,married,-150,no,cellular,no
48,married,20718,no,unknown,no
31,single,-218,no,unknown,no
39,married,5222,no,cellular,no
52,married,484,no,unknown,no
28,single,75,yes,cellular,no
56,divorced,1480,yes,cellular,no
47,married,1111,no,unknown,no
77,divorced,639,no,telephone,no
39,single,29,no,unknown,no
31,single,6374,no,unknown,no
39,married,363,yes,cellular,no
32,married,-94,yes,cellular,no
59,married,92,no,cellular,no
42,married,222,no,cellular,no
50,married,249,no,unknown,no
44,married,1450,no,cellular,no
47,married,2290,no,cellular,no
51,married,0,no,telephone,no
34,married,1026,no,cellular,no
36,married,3953,no,cellular,no
32,single,1426,no,cellular,no
28,single,53,no,cellular,no
34,married,160,yes,cellular,no
40,single,171,no,cellular,no
49,married,3237,no,unknown,no
30,single,192,no,cellular,no
56,married,0,no,cellular,no
28,single,385,yes,cellular,no
31,married,2591,no,cellular,no
28,single,39,no,cellular,no
53,married,44,no,unknown,no
38,married,5432,yes,cellular,no
54,divorced,349,no,cellular,no
36,single,20,no,cellular,no
60,divorced,381,no,cellular,no
40,married,4025,no,cellular,no
50,single,167,yes,cellular,no
28,single,278,yes,cellular,no
33,married,263,no,unknown,no
53,married,4968,no,cellular,no
38,married,581,no,unknown,no
34,single,682,no,cellular,no
41,married,779,no,cellular,no
64,married,2139,no,cellular,no
45,married,5888,no,unknown,no
38,married,0,yes,cellular,no
57,married,3431,no,unknown,no
34,married,188,no,cellular,no
36,single,3214,no,unknown,no
30,married,873,no,telephone,no
32,married,-32,no,cellular,no
42,married,1958,no,unknown,no
35,married,76,yes,unknown,no
42,married,1013,yes,cellular,no
50,married,2731,no,cellular,no
38,married,93,no,unknown,no
38,married,173,no,cellular,no
55,married,384,no,telephone,no
60,married,491,no,cellular,no
33,married,728,no,cellular,no
30,single,411,no,cellular,no
30,single,265,no,cellular,no
51,married,-3,no,cellular,no
37,married,586,no,cellular,no
37,married,-196,no,unknown,no
45,married,700,no,telephone,no
37,married,-67,no,cellular,no
48,married,1600,no,cellular,no
42,married,508,no,unknown,no
49,married,486,no,telephone,no
36,single,243,no,cellular,no
54,married,203,no,telephone,no
52,married,1944,no,cellular,no
30,married,882,no,cellular,no
37,married,2924,no,cellular,no
31,married,20,no,telephone,no
26,married,1417,no,unknown,no
51,divorced,340,no,unknown,no
34,single,4062,yes,cellular,no
26,married,133,yes,cellular,no
32,single,0,yes,cellular,no
38,married,8876,no,cellular,no
52,married,423,yes,cellular,no
44,married,58,no,cellular,no
31,married,5,no,unknown,no
38,married,175,no,unknown,no
32,married,1349,no,cellular,no
41,married,6596,no,cellular,no
48,married,1741,yes,telephone,no
29,married,25,no,unknown,no
41,married,0,no,unknown,no
49,married,4374,no,cellular,no
40,married,16,yes,cellular,no
27,single,574,no,cellular,no
45,single,615,no,cellular,no
48,divorced,0,yes,unknown,no
31,married,395,no,cellular,no
45,married,678,no,cellular,no
43,married,25,no,cellular,no
31,single,626,no,unknown,no
37,married,165,no,cellular,no
38,married,746,no,unknown,no
29,married,376,yes,telephone,no
28,married,-55,no,unknown,no
55,divorced,0,no,unknown,no
27,divorced,21,no,cellular,no
43,married,3003,no,cellular,no
29,single,92,no,cellular,no
52,divorced,511,yes,cellular,no
33,married,6904,no,telephone,no
27,single,795,no,cellular,no
27,single,0,no,cellular,no
31,married,166,no,cellular,no
31,married,157,no,unknown,no
45,divorced,0,no,cellular,no
34,single,0,no,cellular,no
48,divorced,174,no,cellular,no
47,married,1536,no,cellular,no
49,married,1114,no,cellular,no
55,divorced,816,no,cellular,no
51,single,1202,no,cellular,no
37,single,600,no,cellular,no
33,divorced,6,no,cellular,no
33,married,2655,no,cellular,no
29,single,499,no,cellular,no
57,divorced,0,no,unknown,no
60,married,197,no,cellular,no
51,married,289,no,unknown,no
45,single,5336,no,unknown,no
45,married,434,no,cellular,no
39,married,691,yes,cellular,no
25,single,-250,no,unknown,no
47,married,3696,no,cellular,no
34,married,2595,yes,cellular,no
40,married,1077,yes,cellular,no
48,divorced,501,no,cellular,no
39,single,21,no,unknown,no
38,married,797,no,cellular,no
32,single,1659,no,unknown,no
27,married,97,yes,cellular,no
47,married,2,yes,cellular,no
40,married,384,no,cellular,no
41,married,63,no,cellular,no
40,married,1327,yes,unknown,no
39,married,284,yes,cellular,no
45,married,3395,no,cellular,no
31,single,2038,no,unknown,no
27,single,15,yes,cellular,no
56,single,1187,no,cellular,no
39,married,3047,no,cellular,no
52,married,11650,no,cellular,no
58,single,1387,no,unknown,no
48,single,0,no,unknown,no
33,single,1387,no,cellular,no
38,divorced,446,no,unknown,no
42,single,275,no,cellular,no
36,divorced,1655,no,cellular,no
35,single,196,no,cellular,no
45,single,0,no,cellular,no
51,married,1327,no,cellular,no
43,married,0,no,cellular,no
45,divorced,206,no,cellular,no
30,single,523,yes,cellular,no
40,married,0,no,cellular,no
56,married,444,no,unknown,no
48,divorced,1401,no,unknown,no
32,married,205,no,cellular,no
47,single,3957,no,telephone,no
30,single,9645,yes,cellular,no
37,married,620,no,cellular,no
52,single,1541,no,unknown,no
49,married,-37,no,unknown,no
53,married,-601,no,unknown,no
53,married,197,no,cellular,no
34,divorced,-276,no,unknown,no
40,married,824,no,cellular,no
39,married,636,no,telephone,no
33,married,19,no,cellular,no
41,married,641,no,unknown,no
31,single,2983,no,cellular,no
45,divorced,0,yes,cellular,no
23,single,252,no,cellular,no
51,divorced,119,no,unknown,no
34,single,171,no,cellular,no
36,married,0,no,unknown,no
42,divorced,-249,no,cellular,no
33,married,455,yes,unknown,no
46,married,10,no,cellular,no
37,married,529,no,cellular,no
33,single,1859,no,cellular,no
30,single,613,no,cellular,no
53,divorced,751,no,unknown,no
46,married,0,no,cellular,no
35,married,1471,yes,cellular,no
36,single,7503,no,unknown,no
46,married,68,yes,unknown,no
31,single,530,yes,cellular,no
52,married,1319,no,cellular,no
48,single,479,yes,unknown,no
45,married,360,no,unknown,no
36,single,2163,no,cellular,no
53,married,136,no,unknown,no
35,married,-196,no,cellular,no
44,married,4087,no,unknown,no
38,married,1354,no,cellular,no
44,married,2,yes,telephone,no
51,married,2337,no,cellular,no
32,single,514,yes,cellular,no
59,married,6212,no,cellular,no
31,single,424,yes,cellular,no
52,married,499,no,cellular,no
26,married,8,yes,unknown,no
40,married,1305,no,cellular,no
35,single,300,no,unknown,no
54,married,976,no,unknown,no
36,married,2700,no,cellular,no
45,married,-497,yes,cellular,no
29,single,2424,no,cellular,no
49,divorced,-2049,no,unknown,no
52,married,2081,no,unknown,no
52,married,189,no,cellular,no
47,divorced,0,yes,cellular,no
33,divorced,327,no,unknown,no
30,single,426,no,telephone,no
52,divorced,1291,no,cellular,no
54,divorced,3473,no,cellular,no
59,married,434,no,unknown,no
35,married,105,no,cellular,no
29,married,975,no,unknown,no
33,single,-479,no,cellular,no
32,married,62,yes,unknown,no
50,married,0,no,unknown,no
54,married,0,no,unknown,no
49,single,1202,no,unknown,no
39,single,2854,no,unknown,no
34,single,9,no,cellular,no
31,single,203,yes,cellular,no
46,divorced,0,no,cellular,no
59,married,2467,no,cellular,no
32,married,3850,no,cellular,no
39,married,47,no,cellular,no
54,married,1895,no,cellular,no
33,divorced,522,yes,cellular,no
59,married,-918,no,unknown,no
28,single,-193,no,cellular,no
48,married,48,yes,unknown,no
39,married,0,yes,cellular,no
41,married,201,yes,cellular,no
33,single,598,no,unknown,no
37,married,1506,no,cellular,no
30,married,26,no,cellular,no
36,married,1582,no,telephone,no
53,divorced,559,no,telephone,no
26,single,0,no,cellular,no
59,married,-411,no,cellular,no
44,single,36,no,unknown,no
55,married,512,no,cellular,no
26,single,786,yes,unknown,no
41,married,3658,no,cellular,no
28,single,-227,no,unknown,no
40,married,423,no,cellular,no
47,divorced,947,no,cellular,no
39,married,324,no,cellular,no
38,married,0,no,unknown,no
37,married,1694,yes,cellular,no
36,married,2894,no,cellular,no
53,married,2693,no,cellular,no
47,married,644,no,telephone,no
28,single,185,no,cellular,no
32,single,1583,no,unknown,no
25,single,2399,no,unknown,no
39,married,1322,no,cellular,no
60,married,194,yes,cellular,no
39,married,1221,no,unknown,no
31,single,-302,yes,unknown,no
45,married,256,no,cellular,no
36,single,0,yes,cellular,no
44,married,1335,no,cellular,no
33,single,682,no,cellular,no
31,married,0,no,cellular,no
38,divorced,3834,no,cellular,no
50,married,5312,no,cellular,no
40,divorced,4095,no,cellular,no
33,married,0,no,cellular,no
42,married,-1386,yes,cellular,no
42,single,525,no,cellular,no
33,married,2,no,unknown,no
40,married,0,yes,cellular,no
52,married,1500,yes,unknown,no
49,married,378,no,unknown,no
30,single,552,no,cellular,no
26,single,-84,yes,cellular,no
40,married,-240,yes,unknown,no
30,married,501,yes,unknown,no
55,married,5345,no,unknown,no
48,married,1559,no,cellular,no
28,single,0,no,cellular,no
54,married,0,yes,cellular,no
36,married,1989,no,unknown,no
34,single,598,no,cellular,no
39,married,94,no,cellular,no
66,married,3473,no,cellular,no
42,married,349,no,cellular,no
55,married,3876,no,cellular,no
85,married,1934,no,telephone,no
63,married,2,no,cellular,no
37,single,9,no,cellular,no
24,single,11,no,unknown,no
34,single,60,no,cellular,no
28,single,882,yes,cellular,no
58,divorced,499,yes,cellular,no
49,divorced,198,no,unknown,no
31,single,2093,no,cellular,no
56,married,74,no,unknown,no
43,married,1220,no,cellular,no
32,single,1342,no,unknown,no
55,married,6134,no,cellular,no
55,married,3680,no,unknown,no
31,married,605,no,unknown,no
49,married,104,no,unknown,no
41,married,683,yes,cellular,no
56,divorced,48,no,cellular,no
50,divorced,15,no,cellular,no
37,single,6714,no,unknown,no
35,married,623,no,cellular,no
52,married,234,no,cellular,no
33,married,599,no,cellular,no
42,married,9916,no,cellular,no
33,single,3160,no,unknown,no
35,single,0,no,cellular,no
28,single,2306,no,cellular,no
41,divorced,2550,no,cellular,no
44,married,701,yes,unknown,no
26,single,3244,no,cellular,no
40,single,402,no,unknown,no
37,married,6014,no,cellular,no
33,married,-81,no,cellular,no
36,married,898,no,cellular,no
28,married,863,yes,unknown,no
37,single,235,no,cellular,no
32,single,12,no,cellular,no
49,married,298,no,cellular,no
36,married,3463,no,telephone,no
39,married,13338,no,cellular,no
34,married,391,yes,unknown,no
32,single,569,yes,cellular,no
26,married,54,no,unknown,no
46,divorced,875,yes,cellular,no
78,divorced,631,no,telephone,no
47,married,3434,yes,telephone,no
80,married,1610,no,cellular,no
25,single,505,no,cellular,no
50,married,11528,no,unknown,no
36,divorced,102,no,cellular,no
42,married,-581,no,cellular,no
54,married,0,no,cellular,no
43,married,7298,no,unknown,no
29,married,0,no,cellular,no
36,married,909,yes,cellular,no
59,married,337,no,unknown,no
47,married,829,yes,cellular,no
36,single,301,yes,cellular,no
56,married,147,no,cellular,no
55,divorced,282,no,unknown,no
38,divorced,1294,no,unknown,no
39,divorced,0,no,cellular,no
35,single,995,no,cellular,no
54,married,532,no,telephone,no
32,single,785,no,cellular,no
30,divorced,3028,no,cellular,no
51,married,1022,no,cellular,no
39,married,0,no,unknown,no
46,married,792,no,unknown,no
33,single,490,no,cellular,no
34,married,417,no,cellular,no
33,married,2071,no,cellular,no
55,single,1187,no,unknown,no
49,married,280,no,telephone,no
37,married,1236,no,cellular,no
29,single,910,no,cellular,no
28,single,-994,yes,cellular,no
21,single,1333,no,cellular,no
44,married,850,yes,cellular,no
30,single,3773,no,unknown,no
46,married,460,no,cellular,no
33,married,3140,yes,cellular,no
40,married,1028,yes,cellular,no
42,single,4264,no,unknown,no
44,divorced,3932,no,unknown,no
32,married,-1,no,cellular,no
34,married,1682,yes,cellular,no
55,married,814,yes,cellular,no
35,married,819,no,telephone,no
47,married,1265,no,cellular,no
29,single,514,no,cellular,no
47,married,1764,yes,cellular,no
39,married,275,no,unknown,no
40,married,592,no,cellular,no
42,single,1143,yes,telephone,no
31,married,546,no,cellular,no
31,married,1164,yes,cellular,no
82,divorced,1381,no,cellular,no
44,divorced,0,no,unknown,no
32,single,659,no,cellular,no
40,married,192,yes,cellular,no
26,single,-12,no,unknown,no
30,single,186,no,cellular,no
45,married,2246,yes,cellular,no
32,single,124,no,cellular,no
56,married,2087,no,unknown,no
58,married,1298,no,unknown,no
28,single,101,no,unknown,no
43,married,46,no,cellular,no
34,divorced,262,no,cellular,no
40,married,0,no,cellular,no
31,single,17924,no,cellular,no
28,married,167,yes,cellular,no
45,married,967,no,unknown,no
33,married,0,no,telephone,no
42,married,1547,yes,unknown,no
32,married,388,no,cellular,no
41,married,1,no,cellular,no
32,married,0,no,cellular,no
